sentence,type
hey there 11-08-40sUser73,Greet
what tv show did the beattles sing om ,whQuestion
hi 11-08-40sUser73,Greet
heya 11-08-40sUser7!,Greet
h shit,Statement
i   get all ur  money now fawker,Statement
ok girl,Accept
lol,Emotion
JOIN,System
ed sullivan,Statement
heya 11-08-40sUser66!,Greet
hi 11-08-40sUser74,Greet
ed sullivan show,Statement
 (((((((((((((((11-08-40sUser73)))))))))))))),Emotion
right 11-08-40sUser55,Accept
hi 11-08-40sUser68!,Greet
hi 11-08-40sUser46.. 11-08-40sUser46,Greet
good evening,Greet
i am the walrus,Statement
imagine that,Statement
hey 11-08-40sUser68 and 11-08-40sUser74,Greet
((((((11-08-40sUser48!))))))))))),Emotion
hiya 11-08-40sUser66,Greet
I am convinced yoko hired that guy to shoot john,Statement
bbl...,Bye
you don't like him 11-08-40sUser28 lol,Statement
JOIN,System
and I'm the egg man,Statement
k 11-08-40sUser24,Bye
no way 11-08-40sUser18,Reject
wouldnt suprise me,Statement
imagine was john 11-08-40sUser61...lol,Statement
 nite,Bye
lol 11-08-40sUser61,Emotion
see yah 11-08-40sUser48,Bye
you taking off?,ynQuestion
lol,Emotion
nope,nAnswer
who is that 11-08-40sUser66,whQuestion
PART,System
 LOL was saying laters ta 11-08-40sUser24,Statement
 hehe,Emotion
she'll be back,Statement
ohhh ok oops 11-08-40sUser48........just got here..I need a minute lol,Statement
yep,Accept
who is who 11-08-40sUser28?,whQuestion
" its ok 11-08-40sUser66... I am in the ""zone"" again...",Statement
JOIN,System
have a gn 11-08-40sUser48,Bye
 11-08-40sUser75 heyyyyyyyy,Greet
"you know in the ""balad of John and Yoko"" he sings......""last night the wife said, oh boy when your dead, you wont take nothing with you but your soul""",Statement
hi 11-08-40sUser48,Greet
hi 11-08-40sUser75 moochhhhhhhhh,Greet
 11-08-40sUser69........,Statement
 not going... hehe,Reject
........... you are 11-08-40sUser48 is that a good thing or not? LOL,ynQuestion
i just got here too and i showered so ya can't leave yet...lol,Statement
ma bad,Statement
 I think I will stay & hassle ya...,Statement
PART,System
thought you looked spiff 11-08-40sUser65,Statement
hey 11-08-40sUser65,Greet
night 11-08-40sUser24,Bye
 nawwww not 11-08-40sUser69,Reject
feel free,Statement
hey 11-08-40sUser75,Greet
JOIN,System
hiya 11-08-40sUser75,Greet
OK ..... Checked in ...... Now checkin out....... Niters all .......,Bye
hey 11-08-40sUser66,Greet
hi 11-08-40sUser76,Greet
seee you 11-08-40sUser52,Bye
'ello,Statement
night 11-08-40sUser52,Bye
lol,Emotion
whou said I idnt like...lol,whQuestion
nite 11-08-40sUser52,Bye
.ACTION straightens my nightie t-shirt.,System
PART,System
JOIN,System
11-08-40sUser66............ seems the last few nights I been in here I am like zzzzzzzing & that sucks LOL,Statement
JOIN,System
hi 11-08-40sUser78,Greet
looks down...,Statement
hi 11-08-40sUser7,Greet
well ok ! LOL.sooo.Im AFK fer a few more min.geesh !!!,Statement
still in day clothes..geesh,Statement
PART,System
well.........tonights a new night 11-08-40sUser48,Statement
get comfy and relax :),Statement
i'm in my jammies,Statement
u poor thing,Statement
lol,Emotion
im still dressed,Statement
the sleep over isn't tonight?,ynQuestion
jeans and a pink sweater here,Statement
PART,System
ugh,Emotion
 yeah normy I am comfy hehe,Accept
good idea 11-08-40sUser66.,Statement
busy day,Statement
yeppers 11-08-40sUser68,Accept
.ACTION always comfy in chat.,System
 yeah 11-08-40sUser7 we can say it is! LOL,yAnswer
jeans and short sleeved shirt,Statement
me too 11-08-40sUser65...no matter what I'm wearing,Accept
yeppers,Accept
sounds good 11-08-40sUser48,Accept
 heheh 11-08-40sUser66,Emotion
<perk> sleepover lol?,Statement
but jammies sound like heaven right now :),Statement
took off the tennies awhile ago,Statement
 yeah 11-08-40sUser75,Accept
what what 11-08-40sUser48....huh ;),whQuestion
that tired huh 11-08-40sUser66?,ynQuestion
lol 11-08-40sUser75...bring ur pillow,Statement
get comfy 11-08-40sUser70,Statement
"yep, off to bed.  Night all",Bye
 SLEEP...over not sex night...simular but not hehe,Statement
lol 11-08-40sUser65,Emotion
put on your jammies 11-08-40sUser75,Statement
k 11-08-40sUser61,Bye
nope 11-08-40sUser68......thats comfy to me :),nAnswer
lol 11-08-40sUser7,Emotion
oh,Statement
PART,System
I think sweat pants belong on a shelf at the store LOL I like my jammers,Statement
JOIN,System
hi 11-08-40sUser79,Greet
yep 11-08-40sUser66,Accept
looks around.....11-08-40sUser69  must be sleepin on da chat couch,Statement
I wear sweats to bed myself,Statement
JOIN,System
JOIN,System
"11-08-adultsUser13 , welcome to #talkcity_adults ! .4Please ask in the main room before Private Messaging others!. You can find our rules at httpThanks for joining us!",System
no rain here..for a change LOL,nAnswer
.ACTION rubs her aching belly.,System
suppose to be sunny and 75 tomorrow,Statement
LMAO i love garlic,Statement
"NOTICE 11-08-adultsUser13 to #talkcity_adults, To get your own game/control bot for your chat room please contact Dawnstar Visit http://www.shadowbots.com",System
"Paxil is helping me, 11-08-adultsUser70.",Statement
PART,System
this edmonton/detroit game is goin to shit,Statement
HI ROOM,Greet
my family says it made me skin and bones,Statement
PART,System
JOIN,System
PART,System
JOIN,System
HOW R U ALL DOING 2DAY,whQuestion
may i pm you 11-08-adultsUser7?,ynQuestion
gawd i need meds that would make me skin and bones LOL,Statement
sure 11-08-adultsUser69,yAnswer
no need to yell 11-08-adultsUser19,Reject
what do you weigh now 11-08-adultsUser70.... 93lbs soakin wet?,whQuestion
really???? I talked to someone else who says she gained 30 lbs while on paxil!,Emphasis
Great till you busted caps on mah eyes mang,Statement
"thats good 11-08-adultsUser56, it helped me too 11-08-adultsUser56 but when i didnt take it which is now~ u cant sleep eat, live ",Statement
Paxil = danger!,Emphasis
breathe,Statement
'YES 11-08-adultsUser8,Accept
.ACTION smewchies 11-08-adultsUser3's eyes to make him feel better.,System
JOIN,System
hi .. 11-08-adultsUser3,Greet
PART,System
Hi 11-08-adultsUser24,Greet
hi 11-08-adultsUser3,Greet
JOIN,System
thats why im drinking away the withdrawal,Statement
who did what to your eyes?,whQuestion
.12(((((..4 11-08-adultsUser46 ..12))))),System
anyone else from tennesee here,ynQuestion
ty 11-08-adultsUser35,Statement
better SSRI's out there girl,Statement
PART,System
JOIN,System
well.. you've gotta deal with the issues that caused your depression in the first place.. antidepressants aren't a cure.. they're just meant to help you while you deal with the real problem,Statement
awww 11-08-adultsUser3 you know i lubbs ya honey :),Statement
JOIN,System
ohh.. withdrawl..,Statement
heyyyyyyyyy 11-08-adultsUser78 :),Greet
hey 11-08-adultsUser78,Greet
aren't you supposed to wean yourself off?,ynQuestion
i need meds like that now 11-08-adultsUser56,Statement
JOIN,System
hiya 11-08-adultsUser35,Greet
JOIN,System
hi 11-08-adultsUser30,Greet
Paxil yes...,Accept
yea well nobody is gonna bring back my ex who died and those pills cost too much,Statement
JOIN,System
Paxil can be horrid,Statement
"yeah, 11-08-adultsUser35.. I just started Paxil..",Accept
JOIN,System
uh oh..,Statement
PART,System
PART,System
did u take it 11-08-adultsUser8,ynQuestion
awww 11-08-adultsUser70 i am so sorry honey :(,Statement
try Zoloft or Wellbutrin (sp?),Statement
PART,System
PART,System
no I had a roomate who did though,nAnswer
i tried those too 11-08-adultsUser8,Statement
PART,System
just knocked her out,Statement
OK - can someone kick 11-08-adultsUser66  for making obscene suggestions in pm - and if u like I'll post it in the room so we can all point and laugh at the moron,Statement
is not on any meds,Statement
neysa left bruises on me,Statement
PART,System
lol,Emotion
how are you 11-08-adultsUser46 chica? ,whQuestion
thats what it DOES,Emphasis
Wellbutrin i tried when i quit smoking..LMAO i had 3 bouts of hives..smoking was the last thing on my mind..the itch and the swelling was horrible,Statement
lol 11-08-adultsUser28.. control your woman!,Emphasis
JOIN,System
u dont want to live at all just sleep,Statement
naw,Reject
i don't wanna,Continuer
JOIN,System
"i'm not that ""controlling""",Reject
shut up 11-08-adultsUser39,Reject
"wow.. I've heard so many opposite stories bout Paxil.. one gained weight, another lost it.. one couldn't sleep, another slept all the time...",Statement
 neither am i just drugs,Reject
 alcohol,Continuer
guess it affects different people very differently..,Statement
JOIN,System
ha just kidding,Emotion
"yeah it does, they all do",Accept
always 11-08-adultsUser56,Accept
looks to be case by case 11-08-adultsUser56,Statement
why 11-08-adultsUser70,whQuestion
JOIN,System
Id read up on it if I were you 11-08-adultsUser56,Statement
PART,System
I've been fine on it so far.  I've been sleeping..,Statement
its what makes us individual,Statement
how long?,whQuestion
haven't been eating too much..,Statement
PART,System
u r not on meds ,Reject
"I am good, 11-08-adultsUser3 .. how you doin tonight?",whQuestion
.ACTION will never take wellbutrin again LOL.,System
PART,System
bye 11-08-adultsUser70,Bye
PART,System
really 11-08-adultsUser35? Why?,whQuestion
"my tummy is a bit upset, but nothing serious.. I can still eat.",Statement
11-08-adultsUser56 yea i have slept like 5 hours this week,Accept
how long have you been taking it 11-08-adultsUser56?,whQuestion
holy crap!,Emotion
sucks but ill get through it,Statement
"a week now, 11-08-adultsUser8.",Statement
11-08-adultsUser70 probably looks like death,Statement
JOIN,System
JOIN,System
yah it will take a few weeks for it to kick in,Accept
JOIN,System
PRIVMSG 11-08-adultsUser13 how are you doing tonight,whQuestion
i'm okay just movin files around and shit boring and time consuming :) ,Statement
anti depressant talk? I want in!,Emphasis
how mean 11-08-adultsUser28,Statement
LOL HEY!,Emotion
lol 11-08-adultsUser65,Emotion
LOL 11-08-adultsUser8 i took it for smoking cessation..LMAO 2 1/2 weeks later i had 3 bouts of bad hives....had to get shots 3 times that week..the swelling and itch was so bad,Statement
didnt see you there,Statement
it's already working.. my anxiety is down to near nothing..,Statement
PART,System
life is a trip,Statement
im leaving,Statement
well dayum 11-08-adultsUser70,Statement
I'm on it too ,Statement
yeah real excitin,Accept
haha,Emotion
hi 11-08-adultsUser65,Greet
heyyyyyyyyyy 11-08-adultsUser65 honey *smewchies*,Greet
"you don't eat you don't sleep you live on alcohol, what can i say",Statement
JOIN,System
your HOT?,ynQuestion
hey 11-08-adultsUser35,Greet
JOIN,System
Wellbutrin? since when is Wellbutrin used for that?,whQuestion
welcome to da real world,Statement
ever hear of Zyban?,ynQuestion
Ummm are you taking anything else with it 11-08-adultsUser56?,ynQuestion
yea i stopped taking paxil a week ago,Statement
no,nAnswer
that's wellbutrin,Statement
JOIN,System
"an people cry when we talk sports , ohh yeah talkin bout wantin to kill themself is much betta convo",Statement
i'll keep you awake for other reasons 11-08-adultsUser70,Statement
hi 11-08-adultsUser91,Greet
"11-08-adultsUser30, nobody's talkin bout wanting to kill themselves.",Reject
"Paxil, all antidepressants for that matter take at least a few weeks to work",Statement
sex take a deep breath think about till you let it go,Statement
JOIN,System
PART,System
might as well,Statement
"u seriously hurt my feelings 11-08-adultsUser28,",Statement
hiya 11-08-adultsUser92 honey *smewchies*,Greet
PART,System
not you 11-08-adultsUser56,Clarify
11-08-adultsUser30 shut up about it,Reject
talkin bout sports makes me wanna talk about killing myself :/ wanting to talk about killing myself makes me wanna go play sports.. .its a vicious circle Gosh,Statement
mwahs 11-08-adultsUser35,Emotion
lmao 11-08-adultsUser3,Emotion
PART,System
go DETROIT,Statement
im going through enough trying not to take that crap,Reject
lmao 11-08-adultsUser3,Emotion
PART,System
awww 11-08-adultsUser92 *blush*,Emotion
"11-08-adultsUser30, do I sit in here and complain how bad my life sucks and stuff?  I'm on antidepressants now, and I brought up the topic.  Sorry.",Statement
lol 11-08-adultsUser3,Emotion
detroit sucks,Statement
hi 11-08-adultsUser1,Greet
11-08-adultsUser70... i appologize,Statement
hi,Greet
cali is better,Statement
11-08-adultsUser56 i said not you,Statement
hi 11-08-adultsUser26,Greet
okay.,Accept
scroll up,Statement
michigan sucks,Statement
noth sucks,Statement
PART,System
JOIN,System
nortenos sucks,Statement
.ACTION talks about masturbating while depressed.,System
PART,System
"thx, i guess 11-08-adultsUser28~ u try watching your ex die in front of u",Statement
<--bitches and complains about how bad her life has been recently but i'll stop now,Statement
moans for no reason,Emotion
PART,System
I was actually very surprised that so many people have been on these things.. ,Statement
thats an oxymoron..oh wait I know how thats facilitated,Statement
.ACTION snickers.,System
"umm not gonna happen, but then again i don't know what you're talkin about 11-08-adultsUser70",Reject
look at us babi look at us now,Statement
lol,Emotion
"if you wanna yak, pm me",Statement
brb I have midgets to watch,Bye
im outta here  :beer: ,Bye
where is everyone at,whQuestion
chews gum,Statement
he's 2 feet tall,Statement
PART,System
ta ta 11-08-adultsUser70,Bye
PART,System
every nite i pray i hope that u will stay,Statement
.ACTION is now losted.,System
JOIN,System
PART,System
JOIN,System
babi look at us,Statement
JOIN,System
11-08-adultsUser95!!,Greet
heyyyyyyyyyyyyyy 11-08-adultsUser95 gurlie :),Greet
hi babycakeses!,Greet
ewww @ my pm..,Statement
PART,System
PART,System
11-08-adultsUser1,Greet
PART,System
hey 11-08-adultsUser95,Greet
 im bored,Statement
11-08-adultsUser35,Greet
11-08-adultsUser92,Greet
PART,System
who are you 11-08-adultsUser59?,whQuestion
NICK :11-08-adultsUser65,System
hey 11-08-adultsUser95,Greet
LMAO @ 11-08-adultsUser65 ,Emotion
lol hi 11-08-adultsUser65,Emotion
is yummylicious,Statement
PART,System
lol 11-08-adultsUser65,Emotion
dat guy that smokes that chronic,Statement
.ACTION drools on himself.,System
ahh ok,Accept
.ACTION rubs her belly.,System
chronic = weed,Statement
sticky icky,Statement
got it,Statement
LMAO 11-08-adultsUser65 change it to wee 11-08-adultsUser65 LOL,Emotion
put it in a jar!!!,Emphasis
hey 11-08-adultsUser56,Greet
JOIN,System
is cuddlicious,Statement
duh,Statement
hey 11-08-adultsUser28,Greet
the name on my phone has changed,Statement
JOIN,System
huh?,whQuestion
that would be mean I just had a 11-08-adultsUser65 moment,Statement
its not Rick James anymore,Statement
you know all the things you can do with spit vinyl?,ynQuestion
and thought I'd share,Continuer
hahah!,Emotion
hey 11-08-adultsUser50,Greet
LMAO 11-08-adultsUser65 ,Emotion
hey 11-08-adultsUser95,Greet
im rich james biatch,Statement
it makes a great lube,Statement
is f**kalicious,Continuer
in a pinch,Statement
its now S & S Swackhammer,Statement
JOIN,System
JOIN,System
im rich biatch,Statement
11-08-adultsUser30,Greet
oh lord..,Emotion
why?!?!?,whQuestion
JOIN,System
que mami,Statement
JOIN,System
PART,System
u want me,Statement
look at the last name,Statement
 :beer: ,Statement
jucilicious,Continuer
.12(((((..4 11-08-adultsUser102 ..12))))),System
11-08-adultsUser102,Greet
hey 11-08-adultsUser101!,Greet
yeah...,Accept
hey 11-08-adultsUser100 and 11-08-adultsUser99,Greet
hey 11-08-adultsUser102,Greet
11-08-adultsUser102 im gold,Statement
hiya 11-08-adultsUser102 :),Greet
11-08-adultsUser102's here?,ynQuestion
((((((((( 11-08-adultsUser3))))))),Emotion
hey 11-08-adultsUser3!,Greet
11-08-adultsUser95,Greet
hi all,Greet
.12(((((..4 11-08-adultsUser95 ..12))))),System
hey 11-08-adultsUser30,Greet
hey 11-08-adultsUser102 ,Greet
hey 11-08-adultsUser102,Greet
hi 11-08-adultsUser35,Greet
look at us now,Statement
.4 (((((((((((( .6 11-08-adultsUser3 .4)))))))))))),System
PART,System
what is here?,whQuestion
lol i couldnt find you in the P's,Statement
what?,whQuestion
who?,whQuestion
hey 11-08-adultsUser1,Greet
oh..,Statement
here is a crowded chat room LOL,Statement
hey 11-08-adultsUser92,Greet
JOIN,System
PART,System
anyone guys wanna pm,ynQuestion
PART,System
Im from east LA im wit da 18ST,Statement
burps,Statement
scuse you,Statement
JOIN,System
lol,Emotion
farts,Statement
how much it cost?,whQuestion
eitther the room is slow or im lagging  i still see my hellos,Statement
yeah i is 11-08-adultsUser102,Accept
great to see you again,Statement
did u fart cuz u blew me away,ynQuestion
lol,Emotion
brb,Bye
JOIN,System
yep,yAnswer
ohhh ,Statement
sexy love,Continuer
PART,System
girl that makes u do,Continuer
JOIN,System
hey 11-08-adultsUser106!,Greet
PART,System
11-08-adultsUser101 don't PM without asking,Reject
come running back to u,Continuer
sexy love,Continuer
.ACTION flops over on the couch and kicks everyone else off.,System
JOIN,System
PART,System
ugh thanks 11-08-adultsUser56,Statement
lol,Emotion
where are you 11-08-adultsUser59,whQuestion
JOIN,System
.ACTION falls on the floor.,System
haha!,Emotion
im so addicted to her beuty touch,Statement
"11-08-adultsUser101, I have e-herpes",Statement
PART,System
im listen to dis song,Statement
 boy,Continuer
jumps in the beanbag,Statement
how is everbody,whQuestion
heya 11-08-adultsUser50,Greet
catches 11-08-adultsUser1,Statement
JOIN,System
was dat a racist comment,Continuer
wb 11-08-adultsUser61,Greet
beanbag ,Statement
did 11-08-adultsUser3 give you those 11-08-adultsUser102?,ynQuestion
PART,System
hi 11-08-adultsUser92,Greet
any guys wanna pm a girl like me,ynQuestion
".ACTION thinks she needs to change her pic back to the old one, too many damn PMs lol.",System
itz a seat...,Statement
eh i dont get around enough to give anyone anything,Statement
PART,System
lol,Emotion
JOIN,System
PART,System
"11-08-adultsUser66......if i felt a rock hard cock in my mouth, i owuldnt be in here",Statement
oh,Statement
sexy love,Statement
.ACTION stretches out on the couch and sighs happily.,System
11-08-adultsUser3 did you physically meet neysa?,ynQuestion
a bag full o beans,Statement
girl take make u do ,Continuer
.ACTION saunders back in.,System
PART,System
make me run to you,Continuer
omg,Emotion
newp,nAnswer
Im so off,Statement
